,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
1,Daniele Padelli,Udinese,39 years old (25-10-1985),191cm,Italy,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,3,5,10,-,-,-,3,-,2,1,-,-,-,-,-,1,1,Daniele Padelli,1,90,-,-,-,-,-,72.2,-,-,7.47
2,Rui Patrício,Atalanta,37 years old (15-02-1988),190cm,Portugal,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.5,2.5,3,20.5,0.5,-,-,4.5,-,3,1.5,-,-,-,-,-,-,-,Rui Patrício,2,180,-,-,-,-,-,86.8,-,-,7.38
3,Bremer,Juventus,28 years old (18-03-1997),188cm,Brazil,Defender (Centre),3.2,2,1.2,-,-,-,-,-,-,-,1.8,0.3,0.7,0.2,-,2.3,0.2,0.5,0.7,0.8,1.5,-,-,-,-,1,-,-,-,-,83.8,3.7,1.8,74.2,4.2,0.7,0.3,-,-,-,-,0.5,0.2,-,0.3,2.5,0.2,2.7,Bremer,6,540,-,-,1,-,0.5,92.8,2,1,7.35
4,Christos Mandas,Lazio,23 years old (17-09-2001),189cm,Greece,Goalkeeper,0.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,7.2,11.4,18,0.4,-,-,2.8,-,2.4,0.4,-,-,-,-,-,-,-,Christos Mandas,5,450,-,-,-,-,-,68.1,0.6,1,7.34
5,Stefan Posch,Atalanta,27 years old (14-05-1997),190cm,Austria,"Defender (Centre, Right)",2.5,1,1.5,-,-,-,-,-,-,-,0.3,-,1,-,-,3.3,0.3,0.3,0.5,-,2.5,-,-,-,-,1,-,-,-,-,52.3,1.8,4.8,42.3,3.5,0.5,1.3,-,-,-,-,0.8,-,-,0.8,3.5,0.3,3.8,Stefan Posch,4,343,-,-,-,-,0.8,84.2,1,-,7.33
6,Marcus Thuram,Inter,27 years old (06-08-1997),192cm,France,"Attacking Midfielder (Left), Forward",2.6,1.5,1.1,-,-,-,-,-,0.1,0.1,0.1,-,0.4,-,-,0.5,0.9,0.7,1.6,1.1,0.8,0.5,0.1,0.4,-,0.1,1.3,-,1.2,0.4,16.7,0.1,0.2,12.3,4,1.7,0.9,-,-,-,-,2.1,0.2,0.2,1.7,0.6,0.4,0.9,Marcus Thuram,26(5),2209,14,4,1,-,2.1,74.7,1.5,5,7.25
7,Scott McTominay,Napoli,28 years old (08-12-1996),193cm,Scotland,"Defender (Centre), Midfielder (Centre)",3.4,1.8,1.6,-,-,-,-,-,-,0.1,0.1,-,0.5,0.1,-,1.5,1.5,1.1,2.6,1.8,1.3,0.4,0.1,0.3,-,0.7,0.6,-,0.6,0.2,26.3,1.3,0.6,21.2,3.3,1.9,1.3,-,-,-,-,2.3,0.6,0.1,1.6,1.3,0.6,1.9,Scott McTominay,29(1),2581,11,2,3,-,2.3,85.2,1.8,5,7.22
8,Ademola Lookman,Atalanta,27 years old (20-10-1997),174cm,Nigeria,"Attacking Midfielder (Centre, Left, Right), Forward",1.1,0.6,0.5,-,-,-,-,-,0.1,0.2,-,-,0.6,0.1,-,0.2,2.2,1.1,3.4,0.6,1.1,0.5,0.1,0.3,0.1,0.1,2,0.5,1.4,0.9,26.2,0.3,0.3,20.4,5.3,2.5,1.7,-,-,-,-,2.6,0.5,0.3,1.9,1.1,0.3,1.4,Ademola Lookman,26(2),2053,13,5,4,-,2.6,78.9,0.6,5,7.22
9,Simone Scuffet,Napoli,28 years old (31-05-1996),193cm,Italy,Goalkeeper,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,4,9,26,-,-,-,3,-,3,-,-,-,-,-,-,-,-,Simone Scuffet,1,90,-,-,-,-,-,76.9,1,-,7.19
10,Nico Paz,Como,20 years old (08-09-2004),186cm,,Attacking Midfielder (Centre),1.5,0.9,0.6,-,-,-,-,-,0.2,0.2,0.1,-,1.3,0.2,-,0.4,1.9,2.1,3.9,1,1.3,0.2,-,0.1,0.1,0.6,1.5,0.3,1.2,0.1,32.4,0.7,0.6,26.5,4.6,2.9,1.3,-,-,-,-,3.1,1.6,0.1,1.5,1.5,0.7,2.3,Nico Paz,26(5),2344,6,6,6,-,3.1,83.8,0.9,4,7.17
11,Mateo Retegui,Atalanta,26 years old (29-04-1999),186cm,Italy,Forward,3.3,1.4,1.9,-,-,-,-,-,0.1,0.2,-,-,0.2,0.1,-,0.5,0.5,0.3,0.8,0.9,0.8,0.8,0.1,0.6,-,0.1,1,-,1,0.2,14.9,0.3,0.2,11.3,3,2.5,1.3,-,-,-,-,2.8,0.3,0.4,2.2,0.4,0.4,0.8,Mateo Retegui,28(4),2061,24,5,2,-,2.8,78.2,1.4,4,7.15
12,Duván Zapata,Torino,34 years old (01-04-1991),189cm,Colombia,Forward,7,2.9,4.1,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,1,1.1,0.1,1.3,1.1,1.4,0.4,0.1,0.3,-,0.3,1.3,-,1.3,0.3,17.3,0.7,0.1,11.3,5.1,1.3,1.1,-,-,-,-,3,0.3,0.3,2.4,1,0.4,1.4,Duván Zapata,7,589,3,-,1,-,3,69.4,2.9,1,7.14
13,Hakan Çalhanoglu,Inter,31 years old (08-02-1994),178cm,Turkey,"Midfielder (Centre, Left, Right), Forward",1.3,0.6,0.7,0.1,0.1,-,-,-,-,0.2,0.2,-,0.3,0.1,-,0.8,0.1,0.1,0.2,0.5,0.8,0.2,-,0.1,0.1,0.7,1.8,0.5,1.2,-,55.4,3.4,1.6,46.6,3.8,0.7,0.3,-,-,-,-,1.6,1.2,-,0.4,1.5,0.6,2.1,Hakan Çalhanoglu,24(2),1786,5,4,3,-,1.6,90.3,0.6,1,7.14
14,Lautaro Martínez,Inter,27 years old (22-08-1997),174cm,Argentina,Forward,2.5,1.2,1.3,-,-,-,-,-,0.1,0.1,0.1,-,0.6,-,-,0.5,1,0.5,1.5,1.4,1.3,0.4,0.1,0.3,-,0.3,1.2,-,1.2,0.7,19.7,0.9,0.3,14.2,4.3,2.3,1.7,-,-,-,-,3.3,0.6,0.5,2.2,1,0.4,1.4,Lautaro Martínez,31,2579,12,3,1,-,3.3,76.6,1.2,4,7.13
16,Pablo Marí,Fiorentina,31 years old (31-08-1993),193cm,Spain,Defender (Centre),3.6,2.8,0.8,-,-,-,-,-,-,-,0.9,-,0.4,0.2,-,8.3,0.1,-,0.1,0.1,1,-,-,-,-,2,-,-,-,-,39.6,1.4,2.2,34.2,1.7,-,0.2,-,-,-,-,0.3,0.2,-,0.1,0.8,0.3,1.1,Pablo Marí,8(1),738,-,-,2,-,0.3,90.2,2.8,1,7.09
17,Moise Kean,Fiorentina,25 years old (28-02-2000),183cm,Italy,"Attacking Midfielder (Left, Right), Forward",3.2,1.6,1.6,-,-,-,-,-,0.1,0.1,-,-,0.4,0.2,-,0.8,1.7,1.3,3.1,1.7,1.3,0.6,0.2,0.3,-,0.2,0.6,-,0.6,1.8,9.6,0.3,-,6.6,2.7,3.1,1.8,-,-,-,-,3.1,0.7,0.4,2,0.2,-,0.3,Moise Kean,28(1),2442,17,3,5,-,3.1,71.6,1.6,2,7.08
18,Valentín Castellanos,Lazio,26 years old (03-10-1998),178cm,Argentina,"Attacking Midfielder (Right), Forward",4.6,2.4,2.3,-,-,-,-,-,0.1,0.1,0.1,-,0.6,0.3,-,0.8,0.8,0.6,1.3,1.5,1.3,0.4,0.1,0.3,-,0.2,0.9,-,0.9,0.6,17.2,0.2,0.3,11.8,4.9,1.8,1,-,-,-,-,3.7,1.1,0.3,2.3,0.4,0.3,0.8,Valentín Castellanos,24(1),2036,10,3,7,1,3.7,69.9,2.4,4,7.08
19,Mattia Zaccagni,Lazio,29 years old (16-06-1995),177cm,Italy,"Attacking Midfielder (Centre, Left), Forward",1.2,0.6,0.6,0.1,0.1,-,-,-,0.1,0.2,-,0.2,0.5,0.3,-,0.5,1.6,1.4,2.9,3,1,0.3,-,0.2,-,0.8,1.6,0.5,1.2,0.3,28.5,1,0.6,23.2,3.7,1.4,1.2,-,-,-,-,1.5,0.5,0.1,0.9,1.1,0.4,1.5,Mattia Zaccagni,30(1),2468,8,6,9,-,1.5,84.8,0.6,4,7.08
20,Alexis Saelemaekers,Roma,25 years old (27-06-1999),180cm,Belgium,"Midfielder (Left, Right)",0.6,0.4,0.2,0.1,-,-,-,-,0.1,0.2,0.1,-,0.6,0.2,-,0.4,1.5,0.9,2.4,1.3,0.7,0.3,0.1,0.2,0.1,0.4,1.2,0.2,1,-,30.5,1.1,0.4,25.1,3.9,1.8,0.6,-,-,-,-,0.9,0.3,0.1,0.6,1.6,0.7,2.3,Alexis Saelemaekers,15(4),1219,6,3,4,-,0.9,85.7,0.4,1,7.07
21,Renato Veiga,Juventus,21 years old (29-07-2003),190cm,Portugal,"Defender (Centre, Left)",3,2.2,0.8,-,-,-,-,-,0.1,0.1,1.1,0.2,0.2,0.2,-,5.2,-,0.1,0.1,0.2,0.8,-,-,-,-,1.2,0.2,-,0.2,0.1,50.3,2.3,3,42,3,0.2,-,-,-,-,-,0.8,-,0.1,0.7,1.7,0.4,2.1,Renato Veiga,9,779,-,1,2,-,0.8,88.1,2.2,1,7.06
22,Rafael Leão,AC Milan,25 years old (10-06-1999),188cm,Portugal,"Attacking Midfielder (Centre, Left), Forward",1.5,0.8,0.7,0.1,-,-,-,-,0.2,0.3,-,-,0.4,0.1,-,0.1,2.1,1.8,3.8,1.6,0.5,0.2,-,0.2,-,0.2,1.8,0.1,1.7,0.2,23.4,0.8,0.5,17.3,4.8,1.5,1.1,-,-,-,-,2,0.4,0.1,1.5,0.4,0.5,1,Rafael Leão,25(7),2246,7,8,4,-,2,77,0.8,4,7.06
23,Francesco Acerbi,Inter,37 years old (10-02-1988),192cm,Italy,Defender (Centre),4.5,3.1,1.4,0.1,-,-,-,-,-,0.1,0.8,0.1,0.3,-,-,3.8,-,0.2,0.2,0.9,0.6,-,-,-,-,1.4,0.5,-,0.5,0.1,61.2,2.3,1.6,54.5,2.8,0.4,0.1,-,-,-,-,0.2,-,-,0.2,1.2,0.3,1.5,Francesco Acerbi,19,1572,-,1,-,-,0.2,92.8,3.1,1,7.05
24,Tijjani Reijnders,AC Milan,26 years old (29-07-1998),185cm,Netherlands,Midfielder (Centre),0.6,0.2,0.4,-,-,0.1,0.1,-,-,0.1,0.1,0.1,0.5,0.1,-,0.7,0.9,1.1,1.9,0.6,0.7,0.3,0.1,0.2,0.1,1,1.3,0.1,1.2,-,38.6,1.6,0.6,32.7,3.7,1,0.8,-,-,-,-,2.1,1.1,0.1,1,0.7,0.5,1.2,Tijjani Reijnders,32(1),2772,10,4,2,1,2.1,88.9,0.2,4,7.04
25,Alessandro Buongiorno,Napoli,25 years old (06-06-1999),190cm,Italy,Defender (Centre),3,2,1,-,-,-,-,-,-,-,0.8,-,0.5,0.1,-,3.3,0.3,-,0.3,1,0.8,-,-,-,-,1.6,0.2,-,0.2,-,57.8,1.8,2,50.8,3.2,0.6,0.4,-,-,-,-,0.4,-,0.1,0.3,1.8,0.4,2.1,Alessandro Buongiorno,22,1926,1,-,2,-,0.4,91,2,-,7.03
26,Christian Pulisic,AC Milan,26 years old (18-09-1998),177cm,USA,"Midfielder (Centre, Left, Right), Forward",1.5,0.3,1.2,0.1,0.1,-,-,-,0.1,0.3,0.1,-,0.6,-,-,0.4,1.2,1,2.2,1,0.6,0.3,0.1,0.3,-,0.1,2,0.3,1.7,0.1,26.2,0.5,0.4,21.2,4.1,1.6,1.1,-,-,-,-,1.6,0.5,0.2,1,1.3,0.7,2,Christian Pulisic,25(5),2145,10,8,1,-,1.6,82.7,0.3,4,7.03
27,Assane Diao,Como,19 years old (07-09-2005),185cm,,"Attacking Midfielder (Left, Right)",3.5,1.2,2.3,-,-,-,-,-,0.1,0.1,0.1,0.4,0.5,0.1,-,0.9,3.5,1.3,4.8,3.3,1.3,0.5,0.1,0.5,-,0.2,0.5,-,0.5,0.4,19.1,0.3,0.1,15.5,3.2,3.3,2.5,-,-,-,-,1.9,0.2,0.1,1.6,1.7,1.1,2.7,Assane Diao,14(1),1259,8,1,2,-,1.9,82.9,1.2,2,7.03
28,Nuno Tavares,Lazio,25 years old (26-01-2000),183cm,Portugal,"Defender (Left), Midfielder (Left)",1,0.4,0.5,0.2,-,-,-,-,0.2,0.4,0.1,0.5,0.8,0.1,-,1.4,2.3,2.1,4.4,1.4,0.8,-,-,-,-,0.9,1.5,0.2,1.2,-,33.3,1,0.5,27.2,4.6,1.9,1.5,-,-,-,-,1.2,0.9,-,0.3,1.3,0.9,2.2,Nuno Tavares,20(1),1563,-,8,2,1,1.2,84.7,0.4,3,7.02
29,Riccardo Orsolini,Bologna,28 years old (24-01-1997),183cm,Italy,"Midfielder (Centre, Right), Forward",1.6,0.8,0.7,0.1,-,-,-,-,-,0.1,-,-,0.9,-,-,0.4,1.4,1.1,2.5,1.4,1,0.5,0.1,0.4,-,0.3,1.1,0.1,1,0.4,19.2,0.9,0.8,12.8,4.7,1.4,0.9,-,-,-,-,2.4,0.8,0.2,1.5,0.5,0.2,0.7,Riccardo Orsolini,20(6),1616,12,3,1,-,2.4,71.4,0.8,4,7.02
30,Oumar Solet,Udinese,25 years old (07-02-2000),192cm,France,Defender (Centre),2.4,1.1,1.3,-,-,-,-,-,0.1,0.1,1,0.2,0.7,0.1,0.1,3.9,0.4,1.5,1.9,0.7,0.9,0.1,-,-,0.1,0.9,0.9,0.2,0.7,-,59.1,5.4,2.7,47.5,3.6,0.8,0.5,-,-,-,-,0.7,0.3,0.1,0.2,1.9,0.5,2.3,Oumar Solet,15,1314,1,1,1,1,0.7,89.4,1.1,2,7.01
31,Florian Thauvin,Udinese,32 years old (26-01-1993),179cm,France,"Midfielder (Centre, Left, Right), Forward",0.6,0.2,0.4,0.1,-,-,-,-,-,0.1,-,0.1,0.2,-,-,0.3,2.1,1.6,3.7,1.1,0.4,0.3,0.1,0.2,-,0.3,1.6,0.5,1,0.1,25.4,1.5,1,18.4,4.5,2.4,1.5,-,-,-,-,2.2,0.8,0.1,1.2,0.8,0.6,1.4,Florian Thauvin,24(1),1971,8,3,-,-,2.2,78.5,0.2,4,7.01
32,Raoul Bellanova,Atalanta,24 years old (17-05-2000),188cm,Italy,Midfielder (Right),1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,3,1,-,1,1,1,-,-,-,-,-,1,-,1,-,30,2,-,23,5,1,-,-,-,-,-,1,-,-,1,-,1,1,Raoul Bellanova,1,88,-,-,-,-,1,83.3,1,-,7.01
33,Vanja Milinkovic-Savic,Torino,28 years old (20-02-1997),202cm,Serbia,Goalkeeper,0.4,0.4,0.1,-,-,-,-,-,-,-,-,-,-,0.1,-,1.3,-,-,-,0.3,-,-,-,-,-,-,0.1,0.1,-,-,39.3,7.5,14.3,17.2,0.3,-,-,3.6,0.2,2.2,1.3,-,-,-,-,-,0.1,0.1,Vanja Milinkovic-Savic,33,2970,-,-,2,-,-,62.9,0.4,5,7.01
34,Nicolò Barella,Inter,28 years old (07-02-1997),175cm,Italy,Attacking Midfielder (Centre),1.6,0.8,0.8,0.1,-,-,-,-,0.1,0.2,0.1,-,0.7,0.1,-,0.5,1.1,0.7,1.8,1.1,0.8,0.1,-,-,0.1,0.3,1.7,0.2,1.5,0.1,52.9,2.7,1.6,42.4,6.3,0.9,1.3,-,-,-,-,1.4,1,-,0.4,1.6,1,2.6,Nicolò Barella,27(3),2318,3,6,4,-,1.4,85.2,0.8,3,7.0
35,Frank Anguissa,Napoli,29 years old (16-11-1995),184cm,Cameroon,Midfielder (Centre),3.4,1.9,1.5,-,-,-,-,-,0.1,0.1,0.2,-,0.4,0.2,-,1.1,0.6,0.7,1.3,0.9,1,0.2,-,0.2,-,1,0.8,0.1,0.7,0.1,41.7,1.1,0.9,34.3,5.4,1.4,1,-,-,-,-,1.2,0.5,0.1,0.6,1.3,0.6,1.9,Frank Anguissa,28(3),2503,6,4,5,-,1.2,85,1.9,7,7.0
36,Robin Gosens,Fiorentina,30 years old (05-07-1994),183cm,Germany,"Defender (Left), Midfielder (Centre, Left)",3.5,2.3,1.1,-,-,-,-,-,0.1,0.1,0.3,0.3,0.7,0.2,-,2.8,0.2,0.1,0.3,0.8,0.7,0.2,-,0.2,-,0.6,0.8,0.1,0.7,0.2,33.4,1.1,2.2,25,5,0.9,0.1,-,-,-,-,0.8,0.2,0.1,0.5,1.8,0.6,2.4,Robin Gosens,25(3),2218,5,4,5,-,0.8,78.4,2.3,5,6.99
37,Amir Rrahmani,Napoli,31 years old (24-02-1994),192cm,Kosovo,"Defender (Centre, Left)",4.8,3.4,1.5,-,-,-,-,-,-,0.1,0.7,0.1,0.5,0.1,-,4.6,-,0.1,0.1,0.3,1.1,-,-,-,-,0.7,0.2,0.1,0.1,-,71.6,4.4,2.7,61,3.5,0.3,0.2,-,-,-,-,0.8,-,0.2,0.5,1,0.3,1.2,Amir Rrahmani,34,3046,1,2,2,-,0.8,91.3,3.4,-,6.98
38,Marten de Roon,Atalanta,34 years old (29-03-1991),186cm,Netherlands,"Defender (Centre), Defensive Midfielder (C)",2.1,1.3,0.8,-,-,-,-,-,0.1,0.1,0.2,0.1,0.8,0.2,-,1.6,0.2,0.1,0.3,0.6,1.3,0.1,-,0.1,0.1,1.3,0.7,0.1,0.6,-,61.3,3.1,3.1,50.5,4.5,0.6,0.3,-,-,-,-,0.4,0.3,-,0.2,2,1,3,Marten de Roon,31(2),2789,4,3,5,-,0.4,87.5,1.3,-,6.97
39,Mats Hummels,Roma,36 years old (16-12-1988),191cm,Germany,Defender (Centre),3,1.8,1.2,-,-,-,-,-,-,-,0.3,-,0.6,0.1,-,3.3,0.2,0.3,0.5,0.2,0.7,-,-,-,-,2,0.2,-,0.2,-,33.3,1.5,1.1,28.2,2.5,-,0.1,-,-,-,-,0.6,0.2,-,0.5,2.3,0.5,2.8,Mats Hummels,11(2),919,-,-,1,-,0.6,89.4,1.8,1,6.95
40,Alberto Paleari,Torino,32 years old (29-08-1992),193cm,Italy,Goalkeeper,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,27,9,4,14,-,-,-,4,1,3,-,-,-,-,-,-,-,-,Alberto Paleari,1,90,-,-,-,-,-,85.2,1,-,6.95
41,Éderson,Atalanta,25 years old (07-07-1999),183cm,Brazil,Midfielder (Centre),2.3,1.3,0.9,-,-,-,-,-,-,-,0.2,0.1,0.7,0.1,-,0.9,0.8,0.6,1.4,1.5,0.9,0.1,-,0.1,-,1,1,0.1,0.9,-,53.8,2.9,1.5,44.1,5.3,1.3,1.2,-,-,-,-,1.1,0.5,0.1,0.5,1.5,0.3,1.8,Éderson,30(3),2664,4,1,3,1,1.1,87.3,1.3,1,6.95
42,Federico Dimarco,Inter,27 years old (10-11-1997),175cm,Italy,"Defender (Centre, Left), Midfielder (Left)",0.7,0.2,0.4,0.1,-,-,-,-,0.1,0.2,0.1,0.2,0.6,0.1,-,0.8,0.2,0.1,0.3,0.3,0.7,0.1,-,0.1,-,0.4,1.6,0.6,1,0.3,31.2,1.1,1.1,25.1,3.9,0.6,0.3,-,-,-,-,1.8,0.9,-,0.9,0.8,0.3,1.1,Federico Dimarco,26(3),1969,4,7,3,-,1.8,83.9,0.2,2,6.94
43,Matías Soulé,Roma,22 years old (15-04-2003),182cm,Argentina,"Midfielder (Centre, Right), Forward",1.2,0.4,0.7,-,-,-,-,-,-,0.1,0.1,0.1,0.9,0.1,-,0.7,2.5,1.2,3.7,1.4,0.5,0.2,-,-,0.1,0.3,1.8,0.5,1.3,-,29.7,0.7,0.6,25.1,3.3,2.1,1,-,-,-,-,1.6,1,-,0.6,0.8,0.4,1.3,Matías Soulé,18(5),1444,5,2,2,-,1.6,87,0.4,3,6.94
44,Pietro Terracciano,Fiorentina,35 years old (08-03-1990),193cm,Italy,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,3,6,16,-,-,-,3.7,1,1.7,1,-,-,-,-,-,-,-,Pietro Terracciano,3,270,-,-,-,-,-,76,-,-,6.93
45,Paulo Dybala,Roma,31 years old (15-11-1993),177cm,Argentina,"Attacking Midfielder (Centre, Right), Forward",1,0.3,0.7,-,-,-,-,-,0.1,0.1,-,-,0.5,0.1,-,0.1,1.3,0.5,1.8,2.5,0.3,0.3,-,0.2,-,0.1,1.7,0.3,1.3,0.3,27.5,1.5,0.6,22.3,3.1,1.7,1.2,-,-,-,-,2.1,1,0.1,1,0.7,0.5,1.2,Paulo Dybala,16(8),1420,6,3,2,-,2.1,86.5,0.3,4,6.92
46,Kenan Yildiz,Juventus,19 years old (04-05-2005),185cm,Turkey,"Attacking Midfielder (Centre, Left, Right), Forward",1,0.2,0.8,-,-,-,-,-,-,0.1,-,0.1,0.7,0.1,-,0.2,1.3,1.7,3,1.4,0.7,0.2,0.1,0.1,-,0.2,1.5,0.2,1.3,0.1,27,0.8,0.5,22.5,3.3,2.5,1.2,-,-,-,-,1.7,0.4,0.1,1.2,1.5,0.4,1.9,Kenan Yildiz,26(7),2233,6,2,2,1,1.7,86.1,0.2,3,6.92
47,Sebastian Walukiewicz,Torino,25 years old (05-04-2000),188cm,Poland,"Defender (Centre, Right)",4,2.5,1.5,-,-,-,-,-,-,-,1.5,0.5,-,-,-,7,-,-,-,-,2,-,-,-,-,0.5,0.5,0.5,-,-,27.5,3,2,19,3.5,1,-,-,-,-,-,-,-,-,-,0.5,0.5,1,Sebastian Walukiewicz,2,180,-,-,-,-,-,80,2.5,-,6.92
48,Edoardo Bove,Fiorentina,22 years old (16-05-2002),179cm,Italy,"Midfielder (Centre, Left)",2.3,1,1.3,-,-,-,-,-,0.2,0.2,-,0.2,1,0.3,-,0.5,0.8,0.6,1.3,1.8,1.3,0.1,-,0.1,-,0.5,0.9,0.1,0.8,-,27.9,1.2,0.8,22.1,3.8,1.1,0.9,-,-,-,-,0.6,0.1,-,0.5,2,1.2,3.2,Edoardo Bove,11(1),857,1,2,3,-,0.6,83.3,1,1,6.91
49,Milan Djuric,Parma Calcio 1913,34 years old (22-05-1990),198cm,Bosnia-Herzegovina,Forward,10.4,7.4,3.1,-,-,-,-,-,0.1,0.1,-,-,0.3,0.2,-,0.9,0.1,0.2,0.3,1,0.9,0.2,0.1,0.1,-,0.1,0.3,-,0.3,0.3,14.8,0.1,-,7.2,7.5,0.8,0.8,-,-,-,-,1.3,0.1,0.1,1.1,0.1,0.2,0.2,Milan Djuric,13(5),1270,4,1,3,-,1.3,49.2,7.4,3,6.91
50,Ardian Ismajli,Empoli,28 years old (30-09-1996),185cm,Albania,Defender (Centre),4.7,2.8,1.9,-,-,-,-,-,-,-,0.9,0.1,0.3,-,-,8.4,-,-,-,0.9,0.6,-,-,-,-,1.9,-,-,-,-,33.4,1.9,2.2,26.9,2.4,0.3,-,-,-,-,-,0.2,-,0.1,0.1,1,0.1,1.1,Ardian Ismajli,25,2150,-,-,1,-,0.2,86.2,2.8,2,6.9
51,Theo Hernández,AC Milan,27 years old (06-10-1997),184cm,France,"Defender (Centre, Left), Midfielder (Left)",1.6,1.1,0.5,0.1,-,-,-,-,-,0.1,0.3,0.4,0.5,0.1,-,1.9,1,0.7,1.7,1.4,0.5,0.1,-,0.1,-,0.5,1.5,0.3,1.2,0.1,40.6,1,1.4,34.7,3.6,0.9,0.6,-,-,-,-,1.3,0.7,-,0.6,1,0.5,1.5,Theo Hernández,28(3),2519,4,3,4,1,1.3,87.8,1.1,2,6.9
52,Giovanni Di Lorenzo,Napoli,31 years old (04-08-1993),183cm,Italy,"Defender (Centre, Left, Right), Midfielder (Right)",2.6,1.3,1.3,-,-,-,-,-,-,0.1,0.2,0.2,0.4,0.2,-,2,0.8,0.1,0.9,1.4,1.4,0.1,-,-,-,0.9,1.1,0.1,1,0.2,49.8,1.5,1.5,40.8,5.9,0.7,0.4,-,-,-,-,0.5,0.2,0.1,0.3,1.9,0.6,2.5,Giovanni Di Lorenzo,33,2970,3,2,5,-,0.5,85,1.3,1,6.9
53,Dodô,Fiorentina,26 years old (17-11-1998),166cm,,"Defender (Right), Midfielder (Right)",0.9,0.4,0.5,0.1,-,-,-,-,0.1,0.2,0.2,0.2,0.5,0.2,-,1.6,1.8,1.4,3.2,1.8,0.7,-,-,-,-,1,1,0.2,0.8,0.1,38,1.7,2.2,29.3,4.8,2.1,0.7,-,-,-,-,0.8,0.3,-,0.5,1.3,0.7,2,Dodô,32,2849,-,5,7,-,0.8,81.5,0.4,1,6.9
54,Elia Caprile,Cagliari,23 years old (25-08-2001),191cm,Italy,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,4,4,14,-,-,-,1.8,-,1.5,0.3,-,-,-,-,-,-,-,Elia Caprile,3(1),324,-,-,-,-,-,81.8,0.3,1,6.9
55,Strahinja Pavlovic,AC Milan,23 years old (24-05-2001),194cm,Serbia,Defender (Centre),3.1,1.9,1.2,-,-,-,-,-,0.1,0.1,0.3,0.2,0.3,0.1,0.1,3.2,0.4,0.2,0.5,0.7,0.8,0.1,0.1,-,-,0.7,0.3,0.1,0.3,0.1,55.2,1.8,2.5,47.6,3.4,0.8,0.2,-,-,-,-,0.8,0.2,0.2,0.4,2.3,1,3.2,Strahinja Pavlovic,17(3),1530,2,1,2,1,0.8,89.4,1.9,1,6.9
56,Denzel Dumfries,Inter,29 years old (18-04-1996),188cm,Netherlands,"Defender (Right), Midfielder (Right)",2.9,2.1,0.8,-,-,-,-,-,-,0.1,0.2,0.1,0.8,0.2,-,0.7,1.1,0.3,1.4,0.6,2,0.2,0.1,0.1,-,0.2,0.8,-,0.7,0.2,21.5,0.6,0.6,16,4.3,1,0.4,-,-,-,-,1.3,-,0.2,1.1,1,0.4,1.3,Denzel Dumfries,19(7),1786,6,2,4,-,1.3,77.1,2.1,1,6.89
57,Alessandro Bastoni,Inter,26 years old (13-04-1999),190cm,Italy,Defender (Centre),2.2,1.4,0.8,-,-,-,-,-,0.1,0.1,0.3,0.2,0.4,0.1,-,1.4,0.3,0.2,0.5,1.2,1.4,-,-,-,-,0.7,0.8,0.1,0.7,-,60.9,4.2,2.9,51.2,2.6,0.8,0.2,-,-,-,-,0.4,0.1,0.1,0.2,1.3,0.3,1.6,Alessandro Bastoni,29(2),2253,1,4,4,1,0.4,90.9,1.4,-,6.89
