,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
103,Gonçalo Ramos,Paris Saint-Germain,23 years old (20-06-2001),185cm,Portugal,"Attacking Midfielder (Centre), Forward",1.7,1,0.7,-,-,-,-,-,0.1,0.1,0.1,-,0.2,-,-,0.2,0.5,0.1,0.5,0.5,0.4,0.4,0.2,0.2,-,-,0.7,-,0.7,0.4,10.3,0.1,-,8.3,2,0.6,0.5,-,-,-,-,2.4,0.1,0.7,1.6,0.6,0.2,0.7,Gonçalo Ramos,10(9),868,7,2,-,-,2.4,80.6,1,-,6.8
104,Mohammed Salisu,Monaco,26 years old (17-04-1999),191cm,Ghana,"Defender (Centre, Left)",3.6,2.4,1.2,-,-,-,-,-,-,-,0.5,0.1,0.1,0.1,-,3.5,0.1,-,0.1,0.2,0.6,0.1,0.1,-,-,1.1,0.2,0.1,0.1,0.1,51.5,1.7,2.9,42.3,4.6,0.4,0.1,-,-,-,-,0.5,-,0.2,0.3,1.9,0.2,2.1,Mohammed Salisu,11(4),1021,1,-,2,-,0.5,85.4,2.4,-,6.8
105,Ismaily,Lille,35 years old (11-01-1990),177cm,Brazil,Defender (Left),1.6,0.7,0.9,-,-,-,-,-,0.1,0.1,0.1,0.4,0.8,0.2,-,2.3,0.7,0.5,1.2,0.4,0.8,-,-,-,-,0.7,0.3,-,0.3,-,32,0.6,0.7,27.9,2.9,0.6,0.5,-,-,-,-,0.6,0.2,-,0.4,2.1,0.6,2.7,Ismaily,8(6),754,-,1,3,-,0.6,88.8,0.7,-,6.8
106,Beraldo,Paris Saint-Germain,21 years old (24-11-2003),186cm,,"Defender (Centre, Left)",2.9,2,0.9,-,-,-,-,-,-,-,0.3,0.1,0.3,0.2,-,2.5,-,-,-,0.4,0.9,-,-,-,-,0.9,0.3,0.1,0.2,-,85.9,2.9,1.4,78.5,3.1,0.4,0.1,-,-,-,-,0.5,0.1,-,0.4,1.6,0.6,2.2,Beraldo,20(2),1815,1,-,5,-,0.5,94.8,2,-,6.79
107,Lucas Stassin,Saint-Etienne,20 years old (29-11-2004),171cm,Belgium,Forward,1.8,0.6,1.1,-,-,-,-,-,0.1,0.1,-,-,0.4,0.1,-,0.3,0.9,0.8,1.6,0.9,1.1,0.4,0.1,0.3,-,0.1,0.6,-,0.6,0.3,16.8,0.3,0.1,12.5,3.9,2.1,0.7,-,-,-,-,1.6,0.3,0.2,1.1,0.6,0.5,1.1,Lucas Stassin,23(5),1897,12,4,4,-,1.6,76.4,0.6,3,6.79
108,Adrien Truffert,Rennes,23 years old (20-11-2001),176cm,France,"Defender (Left), Midfielder (Left)",1.9,1,0.9,-,-,-,-,-,-,-,0.2,0.1,1.2,0.1,-,1.5,0.9,0.5,1.3,1.1,0.8,0.1,-,-,-,0.9,1.2,0.5,0.7,0.1,37,0.7,1.3,30.4,4.6,1.1,0.7,-,-,-,-,0.7,0.3,-,0.4,1.9,0.5,2.4,Adrien Truffert,28(2),2485,2,1,3,-,0.7,84.2,1,1,6.79
109,Neil El Aynaoui,Lens,23 years old (02-07-2001),185cm,France,Defensive Midfielder (C),1.6,1,0.7,-,-,-,-,-,-,-,0.3,-,1,0.2,-,1.2,0.7,0.2,0.9,1.2,1.3,0.2,-,0.2,-,1,0.8,0.2,0.6,-,37.8,1,0.8,32.3,3.7,1,0.9,-,-,-,-,0.7,0.3,-,0.4,1.7,0.9,2.6,Neil El Aynaoui,14(7),1319,5,1,4,-,0.7,88.3,1,2,6.79
110,Julien Le Cardinal,Brest,27 years old (03-08-1997),182cm,France,Defender (Centre),3,1.8,1.2,-,-,-,-,-,0.1,0.1,0.9,0.3,0.3,0.2,-,4.4,0.1,0.3,0.4,0.8,0.8,-,-,-,-,2.1,0.3,0.1,0.2,-,50.4,4.4,3.6,39.5,2.9,0.2,0.4,-,-,-,-,0.6,-,0.1,0.6,1.7,0.3,2,Julien Le Cardinal,15(1),1379,-,1,3,-,0.6,87.2,1.8,-,6.79
111,Arnaud Kalimuendo,Rennes,23 years old (20-01-2002),178cm,France,Forward,2.5,0.7,1.8,-,-,-,-,-,0.1,0.1,0.1,-,0.2,0.1,-,0.4,1.2,0.6,1.8,1.2,0.9,0.5,0.2,0.3,-,0.1,0.6,-,0.6,0.4,18,0.6,0.1,13.9,3.3,1.8,1.8,-,-,-,-,2.3,0.4,0.3,1.6,0.6,0.2,0.8,Arnaud Kalimuendo,29(1),2380,14,3,2,-,2.3,80.7,0.7,2,6.79
112,Pierre Lees-Melou,Brest,31 years old (25-05-1993),185cm,France,"Midfielder (Centre, Left, Right)",0.6,0.2,0.4,-,-,-,-,-,0.1,0.1,0.1,-,0.6,0.3,-,1.2,0.4,0.5,0.9,1.3,1.5,0.1,-,0.1,-,0.6,0.8,0.3,0.5,-,48.4,4.4,2.3,37.1,4.7,1.2,0.4,-,-,-,-,1.1,0.7,0.1,0.3,2.5,1.4,3.9,Pierre Lees-Melou,15(3),1360,2,2,5,-,1.1,85.6,0.2,1,6.79
113,Kenny Lala,Brest,33 years old (03-10-1991),178cm,France,"Defender (Left, Right), Midfielder (Right)",0.6,0.2,0.4,0.1,-,-,-,-,-,0.1,0.3,0.4,0.6,0.2,-,2.1,0.3,0.4,0.7,0.5,0.6,0.1,-,0.1,-,0.9,1.3,0.4,0.9,-,46.6,3.9,3,33.9,5.7,0.9,0.4,-,-,-,-,0.4,0.3,-,0.1,2.3,0.6,3,Kenny Lala,26(1),2416,3,2,5,-,0.4,81.2,0.2,-,6.78
114,Gerónimo Rulli,Marseille,32 years old (20-05-1992),189cm,Argentina,Goalkeeper,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0.3,0.1,-,-,-,-,-,0.1,-,-,-,31.2,3.8,4,23.1,0.3,-,-,2.8,0.2,1.7,0.8,-,-,-,-,0.1,0.1,0.2,Gerónimo Rulli,31,2790,-,-,1,-,-,86.2,0.3,2,6.77
115,Clinton Mata,Lyon,32 years old (07-11-1992),180cm,Angola,"Defender (Centre, Right), Midfielder (Right)",1.3,0.8,0.6,0.1,-,-,-,-,-,0.1,0.6,0.1,0.3,0.1,-,2.6,0.6,0.5,1.1,1.2,1,-,-,-,-,1.7,0.4,-,0.3,-,54.3,1.8,2.9,47,2.6,0.6,0.4,-,-,-,-,0.1,-,-,0.1,1.5,0.3,1.8,Clinton Mata,25(2),2258,-,3,4,-,0.1,89.9,0.8,1,6.77
116,Himad Abdelli,Angers,25 years old (17-11-1999),185cm,France,"Attacking Midfielder (Centre, Left), Forward",1.1,0.5,0.6,-,-,-,-,-,-,-,-,0.1,0.7,0.1,-,0.7,2.1,1.9,4,1,1.4,0.2,0.1,0.1,-,0.8,1.2,0.1,1,0.1,50.7,1.7,1.2,41.3,6.4,1.7,1.6,-,-,-,-,1.1,0.6,0.2,0.3,1.6,1,2.6,Himad Abdelli,29,2583,6,1,4,-,1.1,84.8,0.5,-,6.77
117,Joseph Okumu,Reims,27 years old (26-05-1997),193cm,Kenya,Defender (Centre),2.3,1.5,0.8,-,-,-,-,-,-,-,0.9,0.2,0.5,0.2,0.1,5.7,0.2,0.7,0.9,0.7,0.7,0.1,-,0.1,-,1.2,0.2,0.1,0.1,-,50.9,4.9,4.8,37.5,3.8,0.6,0.1,-,-,-,-,0.6,0.1,-,0.5,1.3,0.4,1.7,Joseph Okumu,17(2),1499,1,-,3,1,0.6,83.2,1.5,1,6.77
119,Keito Nakamura,Reims,24 years old (28-07-2000),180cm,,Attacking Midfielder (Left),0.7,0.2,0.5,-,-,-,-,-,-,0.1,-,-,0.7,0.1,-,0.6,1.5,0.8,2.3,0.3,0.9,0.4,-,0.3,-,0.4,0.6,-,0.6,0.3,21.1,0.8,0.8,15.6,3.9,2.1,1.3,-,-,-,-,2.5,0.7,0.1,1.7,0.8,0.6,1.4,Keito Nakamura,29(1),2482,11,2,4,-,2.5,77.7,0.2,1,6.77
120,Pierre Ekwah,Saint-Etienne,23 years old (15-01-2002),189cm,France,Defensive Midfielder (C),1.7,1.1,0.5,-,-,-,-,-,-,-,0.5,-,0.5,0.1,-,2.7,0.5,0.5,1,1.3,1.3,-,-,-,-,1.8,0.5,0.1,0.4,-,53.7,2.7,2.1,44.9,4,0.9,0.6,-,-,-,-,0.7,0.7,-,0.1,2,0.7,2.7,Pierre Ekwah,26,2309,1,-,3,-,0.7,88.6,1.1,1,6.76
121,Vincent Sierro,Toulouse,29 years old (08-10-1995),185cm,Switzerland,Midfielder (Centre),2.2,1.1,1.2,-,-,-,-,-,-,-,0.2,0.2,0.9,0.2,-,1.3,0.6,0.3,0.9,1.1,1.1,0.2,-,0.1,-,0.6,1.1,0.3,0.8,-,45.2,2.2,3.2,34.2,5.5,1.6,0.7,-,-,-,-,1.1,0.6,0.1,0.4,1.7,1,2.6,Vincent Sierro,24(2),2140,5,1,4,-,1.1,80.7,1.1,-,6.76
122,Sebastian Nanasi,Strasbourg,22 years old (16-05-2002),178cm,Sweden,"Attacking Midfielder (Centre, Left), Forward",0.4,0.1,0.3,0.1,0.1,-,-,-,0.1,0.1,0.1,0.1,0.7,-,-,0.5,0.8,0.6,1.4,0.6,0.3,0.2,-,0.1,-,0.3,1.2,0.4,0.8,-,24.5,0.5,0.3,20.2,3.5,0.7,0.5,-,-,-,-,1,0.1,0.1,0.8,0.7,0.4,1.1,Sebastian Nanasi,25(3),1998,5,4,-,-,1,84.4,0.1,-,6.76
123,Malick Fofana,Lyon,20 years old (31-03-2005),169cm,Belgium,Midfielder (Left),0.4,0.1,0.3,-,-,-,-,-,0.1,0.2,-,0.1,0.4,-,-,0.1,1,0.7,1.8,1.2,0.3,0.2,-,0.2,-,0.3,0.7,-,0.6,0.3,17.2,0.2,0.3,14,2.8,1.2,0.6,-,-,-,-,1,0.1,-,0.9,0.7,0.3,1,Malick Fofana,13(13),1317,5,4,1,-,1,82.1,0.1,1,6.76
124,Lorenz Assignon,Rennes,24 years old (22-06-2000),179cm,France,"Defender (Right), Midfielder (Right)",1.8,1.1,0.7,0.1,-,-,-,-,0.1,0.1,0.1,0.6,0.6,0.3,-,1.8,1.5,0.8,2.3,0.8,1.7,0.1,-,0.1,-,0.8,0.9,-,0.9,0.2,32,0.7,0.9,25.4,5,1.9,1.2,-,-,-,-,0.7,0.2,-,0.4,1.6,0.8,2.3,Lorenz Assignon,25(4),2155,3,4,8,-,0.7,81.7,1.1,2,6.76
125,Brice Samba,Rennes,31 years old (25-04-1994),187cm,France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.5,-,0.1,0.1,0.1,-,-,-,-,-,0.1,-,-,-,-,30,7.3,6.1,16.3,0.3,-,-,2.7,-,1.7,1,-,-,-,-,-,-,-,Brice Samba,15,1350,-,-,1,-,-,78.9,-,1,6.76
126,Brendan Chardonnet,Brest,30 years old (22-12-1994),181cm,France,Defender (Centre),3.8,2.2,1.6,-,-,-,-,-,-,-,1.1,0.3,0.7,0.2,-,6,-,-,-,0.7,1.4,-,-,-,-,1.1,0.3,0.2,0.1,-,44,4,5.5,31.8,2.7,0.3,-,-,-,-,-,0.5,-,-,0.5,1.6,0.6,2.2,Brendan Chardonnet,26,2327,1,-,6,-,0.5,81.5,2.2,-,6.76
127,Abdoulaye Touré,Le Havre,31 years old (03-03-1994),188cm,France,Defensive Midfielder (C),2,1.3,0.7,-,-,-,-,-,-,-,0.7,0.1,0.6,0.2,-,1.4,0.6,0.6,1.2,1.8,1.1,0.3,-,0.3,-,1.2,0.2,-,0.2,-,35.7,2.6,1.5,27,4.6,1.1,1.2,-,-,-,-,1.8,1,0.1,0.7,2.3,0.8,3.1,Abdoulaye Touré,23(2),2061,8,1,5,-,1.8,83,1.3,2,6.76
128,Gautier Lloris,Le Havre,29 years old (18-07-1995),191cm,France,Defender (Centre),3.2,2.1,1.2,-,-,-,-,-,-,-,0.7,0.1,0.4,0.2,-,6.1,0.1,0.1,0.2,0.2,1,0.1,-,0.1,-,1,0.2,-,0.2,0.1,47.7,2.5,3.4,39.4,2.4,0.4,0.1,-,-,-,-,0.4,0.1,0.1,0.2,2.2,0.5,2.7,Gautier Lloris,30,2680,2,1,5,-,0.4,87.8,2.1,2,6.76
129,Clément Akpa,Auxerre,23 years old (24-11-2001),181cm,,Defender (Centre),2.1,1.2,1,-,-,-,-,-,-,-,0.5,0.1,0.9,0.2,-,4.5,0.5,0.3,0.8,1,0.4,-,-,-,-,1.4,0.3,-,0.3,-,35.5,2.9,2.8,26.8,2.9,0.3,0.1,-,-,-,-,0.2,0.1,-,0.1,1.9,0.5,2.4,Clément Akpa,26(2),2245,-,1,6,-,0.2,83.8,1.2,-,6.75
130,Bafodé Diakité,Lille,24 years old (06-01-2001),185cm,France,"Defender (Centre, Right)",2.8,2.1,0.7,-,-,-,-,-,-,-,0.6,0.1,0.4,0.2,-,3.1,-,0.3,0.3,0.6,1.5,0.1,-,0.1,-,0.9,0.1,-,0.1,-,71.2,2.4,2,63.9,2.9,0.4,0.2,-,-,-,-,0.5,-,0.1,0.4,1,0.3,1.3,Bafodé Diakité,30,2677,4,1,6,1,0.5,93.2,2.1,2,6.75
131,Thomas Meunier,Lille,33 years old (12-09-1991),190cm,Belgium,"Defender (Right), Midfielder (Right)",1.6,1,0.6,-,-,-,-,-,-,-,0.2,0.3,0.4,0.1,-,1.7,0.4,0.4,0.9,0.1,0.9,0.1,-,0.1,-,1.1,0.4,-,0.4,0.1,39.6,1.6,1.7,31.4,4.9,0.8,0.4,-,-,-,-,0.9,0.2,-,0.7,1.9,0.6,2.4,Thomas Meunier,18(9),1656,2,-,4,-,0.9,83.2,1,2,6.75
132,Lucas Chevalier,Lille,23 years old (06-11-2001),189cm,France,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-,0.2,-,-,-,-,-,-,0.1,0.1,-,-,27.8,4.7,6.3,16.5,0.2,-,-,2.7,0.2,1.7,0.8,-,-,-,-,0.1,-,0.1,Lucas Chevalier,31,2790,-,-,-,-,-,76.5,0.2,-,6.75
133,Duje Caleta-Car,Lyon,28 years old (17-09-1996),192cm,Croatia,Defender (Centre),3,2.2,0.8,-,-,-,-,-,-,-,1.4,0.1,0.4,0.5,-,5.2,0.1,0.1,0.1,0.5,1.4,0.1,-,0.1,-,0.9,0.1,-,0.1,0.1,52.9,2.3,2.1,46.1,2.4,0.4,0.1,-,-,-,-,0.6,0.1,0.2,0.3,1.1,0.5,1.5,Duje Caleta-Car,16(1),1428,1,-,8,-,0.6,91.5,2.2,-,6.75
134,Téji Savanier,Montpellier,33 years old (22-12-1991),172cm,France,Midfielder (Centre),1.6,0.8,0.9,0.1,0.1,-,-,-,-,0.2,-,-,0.6,0.1,-,0.7,1.5,1,2.4,2.2,0.8,0.1,-,0.1,-,0.5,2.5,1,1.5,-,44.7,6.5,3.4,27.8,7,1.6,1,-,-,-,-,1.7,1.3,-,0.4,1,0.9,1.9,Téji Savanier,26(2),2292,2,5,4,1,1.7,76.8,0.8,-,6.75
135,Jonathan Gradit,Lens,32 years old (24-11-1992),180cm,France,"Defender (Centre, Right)",4.6,2.7,1.9,-,-,-,-,-,-,-,0.4,-,0.6,0.2,-,4.4,0.3,0.1,0.4,0.6,1.3,-,-,-,-,1,0.5,-,0.4,-,52.1,2.9,3.3,41.5,4.4,0.5,0.1,-,-,-,-,0.7,0.3,-,0.5,1.9,0.7,2.6,Jonathan Gradit,21(1),1846,-,-,4,-,0.7,85.2,2.7,1,6.74
136,Abdoulaye Ndiaye,Brest,23 years old (10-04-2002),185cm,Senegal,Defender (Centre),4.2,2.3,1.8,-,-,-,-,-,-,-,0.7,0.3,0.5,0.2,0.1,6.2,0.3,0.1,0.3,0.8,0.8,0.1,-,0.1,-,0.4,0.1,-,0.1,-,39.3,2.9,2.2,30.7,3.4,0.5,0.2,-,-,-,-,0.5,-,0.1,0.4,2,0.5,2.5,Abdoulaye Ndiaye,16(3),1442,1,-,3,1,0.5,85.8,2.3,-,6.74
138,Lassine Sinayoko,Auxerre,25 years old (08-12-1999),186cm,Mali,"Attacking Midfielder (Left, Right), Forward",2.6,0.8,1.8,0.1,-,0.1,-,-,0.1,0.2,0.1,0.1,0.5,0.2,-,1,1.5,0.8,2.2,0.9,1,0.1,-,0.1,-,0.3,1.1,-,1.1,0.4,18.6,0.3,0.3,14.3,3.6,1.4,1.2,-,-,-,-,1.7,0.4,0.1,1.2,1,0.4,1.4,Lassine Sinayoko,22(9),2046,3,7,5,-,1.7,78.8,0.8,-,6.73
139,Kévin Danois,Auxerre,20 years old (28-06-2004),183cm,France,Midfielder (Centre),1.5,0.6,0.9,-,-,-,-,-,-,-,0.1,-,0.6,-,-,0.9,0.9,1,1.9,0.8,1,-,-,-,-,0.9,1.1,0.2,1,0.1,31.7,1.8,1.2,24.5,4.2,1.1,1.1,-,-,-,-,0.8,0.2,-,0.5,2.2,1.2,3.4,Kévin Danois,16(6),1459,-,-,1,-,0.8,82.9,0.6,-,6.73
140,Cédric Kipré,Reims,28 years old (09-12-1996),193cm,France,Defender (Centre),2.2,1.4,0.8,-,-,-,-,-,-,-,1,0.1,0.5,0.2,0.1,5.6,-,0.4,0.4,0.4,0.8,-,-,-,-,1.1,0.3,0.1,0.2,-,45.6,2.1,2,38.9,2.6,0.5,0.1,-,-,-,-,0.3,0.1,-,0.2,1.4,0.3,1.7,Cédric Kipré,23(2),1922,-,1,4,2,0.3,89.9,1.4,1,6.73
141,Amir Murillo,Marseille,29 years old (11-02-1996),184cm,Panama,"Defender (Centre, Left, Right), Midfielder (Right)",2,1.4,0.6,-,-,-,-,-,0.1,0.1,0.3,0.1,0.4,0.1,-,2.2,0.5,0.5,1,0.9,1,-,-,-,-,0.6,0.9,0.1,0.7,-,58,1,0.9,51.3,4.8,0.9,0.3,-,-,-,-,0.4,0.3,0.1,-,1.6,0.5,2.1,Amir Murillo,24(3),2167,1,3,2,-,0.4,90.2,1.4,-,6.73
142,Al Musrati,Monaco,29 years old (06-04-1996),189cm,Libya,Defensive Midfielder (C),2.4,1.9,0.6,-,-,-,-,-,0.1,0.1,0.1,0.1,0.2,-,-,0.8,0.2,0.2,0.4,0.3,0.6,-,-,-,-,0.4,0.6,0.1,0.4,-,31.7,2.1,1.2,25.7,2.7,0.3,0.2,-,-,-,-,1.1,0.6,-,0.6,1.6,0.4,2,Al Musrati,3(6),355,-,1,-,-,1.1,87.7,1.9,-,6.73
144,Warren Zaïre-Emery,Paris Saint-Germain,19 years old (08-03-2006),178cm,France,"Defender (Right), Defensive Midfielder (C), Midfielder (Right)",0.8,0.3,0.5,-,-,-,-,-,-,-,0.2,0.1,1,0.1,-,0.7,0.7,0.7,1.4,0.7,0.7,-,-,-,-,0.7,0.5,0.1,0.5,-,56.4,1.1,0.7,51.3,3.2,1.3,1,-,-,-,-,0.6,0.3,-,0.3,1.7,0.7,2.4,Warren Zaïre-Emery,21(5),1842,1,1,3,-,0.6,93,0.3,-,6.73
145,Ruben Aguilar,Lens,32 years old (26-04-1993),172cm,France,"Defender (Right), Midfielder (Right)",1.6,0.7,0.9,-,-,-,-,-,0.1,0.1,0.2,-,1.3,0.3,-,1.5,0.8,0.6,1.4,1,0.9,0.1,-,0.1,-,0.9,0.6,-,0.6,0.3,42.2,1.5,1.1,33.6,6,1.2,0.4,-,-,-,-,0.7,0.3,0.1,0.3,2.3,0.9,3.2,Ruben Aguilar,12(3),1050,1,1,4,-,0.7,83.1,0.7,-,6.73
146,Rasmus Nicolaisen,Toulouse,28 years old (16-03-1997),191cm,Denmark,Defender (Centre),4.3,3,1.3,-,-,0.1,-,-,-,0.1,0.7,-,0.7,-,-,3.6,0.1,0.1,0.3,1.1,0.6,-,-,-,-,1.4,0.3,0.1,0.1,-,54.9,3.6,2.6,44.7,4,0.1,0.3,-,-,-,-,0.7,-,0.3,0.4,0.9,0.3,1.1,Rasmus Nicolaisen,7,624,-,1,-,-,0.7,88,3,-,6.73
147,Issa Soumaré,Le Havre,24 years old (10-10-2000),182cm,Senegal,"Attacking Midfielder (Left), Forward",5,3.2,1.8,-,-,-,-,-,0.1,0.1,0.2,-,0.5,-,-,0.9,1.3,0.6,1.9,1.8,0.5,0.2,-,0.1,-,0.5,0.9,-,0.9,0.2,17,0.5,0.3,10.7,5.5,2.2,1,-,-,-,-,1.3,0.5,-,0.8,0.7,1.2,1.9,Issa Soumaré,18(8),1635,4,3,-,-,1.3,65.9,3.2,1,6.72
148,Sinaly Diomandé,Auxerre,24 years old (09-04-2001),184cm,Ivory Coast,"Defender (Centre, Right)",2.2,1.2,1,-,-,-,-,-,0.1,0.1,0.9,0.2,0.9,0.2,-,4.1,0.3,0.4,0.7,1,1,0.2,0.1,0.1,0.1,1.4,0.2,0.1,0.2,-,38.2,2.3,2.7,29.9,3.4,0.6,0.3,-,-,-,-,0.5,0.2,0.1,0.3,1.7,0.5,2.2,Sinaly Diomandé,19(1),1676,3,2,4,-,0.5,84.1,1.2,-,6.72
149,Valentin Rongier,Marseille,30 years old (07-12-1994),172cm,France,"Defender (Right), Midfielder (Centre)",1.1,0.6,0.5,-,-,-,-,-,-,-,0.3,0.1,0.9,0.2,-,1.1,0.2,0.5,0.7,0.5,1.5,0.1,-,0.1,-,1.3,0.4,-,0.4,-,55.6,0.7,0.6,49.7,4.6,0.8,0.7,-,-,-,-,0.5,0.3,-,0.2,1.9,0.7,2.6,Valentin Rongier,16(7),1429,3,1,5,-,0.5,90.6,0.6,-,6.72
150,Romain Del Castillo,Brest,29 years old (29-03-1996),172cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",0.8,0.3,0.4,-,-,-,-,-,-,0.1,-,-,0.7,-,-,0.2,0.9,0.7,1.7,0.7,0.4,0.2,-,0.2,-,0.3,1.3,0.7,0.6,-,21.2,0.8,0.7,15.4,4.3,1.5,0.7,-,-,-,-,0.8,0.1,-,0.6,1.3,0.6,1.8,Romain Del Castillo,12(11),1096,5,3,-,-,0.8,76.4,0.3,1,6.71
151,Mamadou Sarr,Strasbourg,19 years old (29-08-2005),194cm,France,Defender (Centre),2.1,1,1.1,-,-,-,-,-,-,-,0.8,-,0.2,0.1,-,4.2,0.4,0.4,0.8,0.4,1.1,-,-,-,-,1,0.2,0.1,0.1,-,63.3,2.1,1.8,57.2,2.2,0.5,0.4,-,-,-,-,0.2,-,0.1,-,1.3,0.3,1.6,Mamadou Sarr,24,2119,-,1,3,-,0.2,93.7,1,1,6.71
152,Habib Diarra,Strasbourg,21 years old (03-01-2004),179cm,France,"Midfielder (Centre, Left, Right)",0.9,0.3,0.5,-,-,-,-,-,0.1,0.1,0.2,0.1,0.6,0.2,-,1.4,1.2,0.4,1.7,1.8,0.9,0.1,-,0.1,-,0.4,0.8,0.1,0.7,-,31.1,0.9,0.8,26,3.3,1,0.8,-,-,-,-,0.9,0.3,-,0.6,0.7,0.4,1.1,Habib Diarra,25(2),2160,4,3,5,-,0.9,86.8,0.3,1,6.71
153,Geoffrey Kondogbia,Marseille,32 years old (15-02-1993),188cm,Central African Rep.,"Defender (Centre), Defensive Midfielder (C)",1.8,1.1,0.7,-,-,-,-,-,-,-,0.3,0.1,0.7,-,-,2.6,0.2,0.4,0.6,0.7,0.8,-,-,-,-,0.9,0.2,-,0.2,-,71.3,1.5,1.7,64.5,3.7,0.5,0.5,-,-,-,-,0.3,-,-,0.3,2.5,0.3,2.8,Geoffrey Kondogbia,21(3),1931,-,-,1,-,0.3,92.5,1.1,-,6.71
154,Andrew Omobamidele,Strasbourg,22 years old (23-06-2002),188cm,Ireland,Defender (Centre),1.4,1,0.4,-,-,-,-,-,-,-,1,0.1,0.5,0.4,-,4.3,0.1,0.1,0.3,0.9,1.4,-,-,-,-,0.9,-,-,-,-,48.1,1.1,1,44.3,1.8,0.4,0.1,-,-,-,-,-,-,-,-,0.9,0.4,1.3,Andrew Omobamidele,6(2),514,-,-,3,-,-,94.3,1,-,6.71
155,Joshua King,Toulouse,33 years old (15-01-1992),180cm,Norway,"Attacking Midfielder (Centre, Left, Right), Forward",3.3,1.3,2,-,-,-,-,-,0.1,0.1,0.1,0.1,0.3,0.1,-,0.6,0.8,1.2,2,0.8,1.2,0.2,0.1,0.1,-,0.2,0.6,-,0.6,0.2,11.7,0.1,0.2,8.6,2.8,1.6,1.2,-,-,-,-,1.6,0.4,0.2,1,0.3,0.2,0.6,Joshua King,18(7),1444,5,2,2,-,1.6,74.7,1.3,2,6.7
156,Mathias Pereira Lage,Brest,28 years old (30-11-1996),180cm,France,"Midfielder (Centre, Left, Right)",2.6,1.3,1.3,0.1,-,-,-,-,0.2,0.3,0.1,0.1,0.5,0.1,-,0.5,0.5,0.3,0.8,0.9,1.1,0.1,-,-,-,0.7,0.8,0.2,0.6,0.1,12.2,0.2,0.2,8.6,3.2,1.2,0.6,-,-,-,-,1,0.4,-,0.7,1.3,0.7,2,Mathias Pereira Lage,15(11),1330,2,7,3,-,1,72.8,1.3,3,6.7
157,Saïdou Sow,Nantes,22 years old (04-07-2002),187cm,Guinea,Defender (Centre),3.6,1.4,2.1,-,-,-,-,-,-,-,1.3,0.3,0.8,0.1,-,4.8,0.2,0.4,0.7,0.6,0.8,0.1,-,0.1,-,1.4,0.2,-,0.2,-,44,3.1,5,33.7,2.2,0.2,0.2,-,-,-,-,0.6,-,0.1,0.4,1.9,0.4,2.3,Saïdou Sow,9,800,1,-,1,-,0.6,83.6,1.4,-,6.7
158,Matthis Abline,Nantes,22 years old (28-03-2003),176cm,France,"Attacking Midfielder (Left, Right), Forward",4,1.7,2.4,-,-,-,-,-,0.1,0.1,-,-,0.5,0.1,-,1,1.6,1,2.6,1.6,0.9,0.3,-,0.2,-,0.1,0.7,-,0.7,0.2,14.3,0.3,0.5,9.5,4,2.8,1.8,-,-,-,-,2.2,0.4,0.1,1.7,0.4,0.2,0.5,Matthis Abline,30(1),2519,8,2,2,-,2.2,68.6,1.7,1,6.7
159,Florent Hanin,Angers,35 years old (04-02-1990),177cm,France,"Defender (Left), Midfielder (Left)",1.5,0.6,0.9,0.1,-,-,-,-,-,0.1,0.3,0.6,0.6,0.1,-,2.4,0.4,0.3,0.7,1,0.5,-,-,-,-,1.5,0.8,0.2,0.5,-,39.4,2.2,2.2,29.9,5.1,0.9,0.2,-,-,-,-,0.4,0.1,-,0.2,1.9,0.9,2.8,Florent Hanin,28(2),2418,1,2,2,-,0.4,81.5,0.6,-,6.69
