,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
217,Alban Lafont,Nantes,26 years old (23-01-1999),193cm,France,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,0.2,0.1,-,1.2,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-,-,25.8,4.3,8.9,12.6,0.1,-,-,2.7,-,1.5,1.2,-,-,-,-,0.1,-,0.1,Alban Lafont,12,1080,-,-,1,-,-,65.2,0.4,2,6.58
219,Kamory Doumbia,Brest,22 years old (18-02-2003),170cm,Mali,Attacking Midfielder (Centre),1.1,0.3,0.8,-,-,-,-,-,-,0.1,-,0.1,0.5,-,-,0.4,0.5,0.6,1.1,0.6,0.6,0.1,-,-,-,0.9,0.9,0.2,0.6,-,19.1,0.8,0.6,15.5,2.3,1.4,0.7,-,-,-,-,0.7,0.4,0.1,0.3,1.3,0.6,1.9,Kamory Doumbia,10(17),1104,2,2,1,-,0.7,84.9,0.3,-,6.57
220,Seko Fofana,Rennes,29 years old (07-05-1995),183cm,Ivory Coast,Midfielder (Centre),0.7,0.5,0.2,-,-,-,-,-,0.1,0.1,0.1,-,0.4,0.2,-,0.5,0.9,0.9,1.7,0.5,0.6,0.1,-,-,0.1,0.4,0.9,-,0.9,0.1,36.9,1.2,0.3,32.4,3,0.6,0.4,-,-,-,-,1.6,0.9,-,0.7,0.7,0.4,1.1,Seko Fofana,9(5),801,1,1,3,-,1.6,91.1,0.5,-,6.57
221,Anthony Lopes,Nantes,34 years old (01-10-1990),184cm,Portugal,Goalkeeper,0.3,0.3,0.1,-,-,-,-,-,-,-,-,-,-,0.1,-,0.9,-,-,-,0.3,0.1,-,-,-,-,-,-,-,-,-,27.1,6.8,11.9,8.4,0.1,0.1,-,2.9,0.4,1.7,0.7,-,-,-,-,0.1,-,0.1,Anthony Lopes,15,1294,-,-,2,-,-,56,0.3,-,6.57
222,Christopher Wooh,Rennes,23 years old (18-09-2001),191cm,Cameroon,Defender (Centre),3.1,2.1,1,-,-,-,-,-,-,-,0.4,0.2,0.7,0.3,0.1,3.2,0.3,0.3,0.6,0.4,1.6,-,-,-,-,1.2,0.1,-,0.1,-,42.9,1.5,2.2,36.1,3.2,0.6,0.2,-,-,-,-,0.5,0.1,0.2,0.3,1.7,0.3,2.1,Christopher Wooh,16(3),1401,-,-,5,1,0.5,87.5,2.1,-,6.57
223,Luck Zogbé,Brest,20 years old (24-03-2005),178cm,Ivory Coast,Defender (Right),1.2,0.9,0.3,-,-,-,-,-,-,-,0.2,-,0.7,0.2,-,1.7,1.2,0.3,1.5,0.8,0.7,-,-,-,-,1.1,0.3,-,0.3,0.1,19.6,0.8,1,15.5,2.2,0.7,0.4,-,-,-,-,0.6,0.4,-,0.2,2.5,0.6,3.1,Luck Zogbé,7(6),637,-,-,2,-,0.6,83.5,0.9,-,6.57
224,Gabriel Gudmundsson,Lille,26 years old (29-04-1999),180cm,Sweden,"Defender (Centre, Left), Midfielder (Left, Right)",0.7,0.4,0.3,-,-,-,-,-,-,-,0.2,-,0.4,0.1,-,1.4,1.1,0.7,1.9,1.5,1,0.1,-,0.1,-,0.6,0.6,0.1,0.4,0.2,28.7,0.9,1,23.5,3.2,0.7,0.7,-,-,-,-,0.6,0.2,-,0.4,1.3,0.5,1.7,Gabriel Gudmundsson,19(8),1671,2,-,3,-,0.6,85.3,0.4,-,6.57
225,Radoslaw Majecki,Monaco,25 years old (16-11-1999),193cm,Poland,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.7,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,22.1,2.4,6.7,12.9,0.1,-,-,2.9,0.1,1.7,1.1,-,-,-,-,-,0.1,0.1,Radoslaw Majecki,15,1350,-,-,1,-,-,69.5,0.3,-,6.57
226,Jordan James,Rennes,20 years old (02-07-2004),182cm,Wales,"Midfielder (Centre, Left)",0.7,0.4,0.3,-,-,-,-,-,0.1,0.1,0.1,0.2,0.6,0.2,-,0.7,0.6,0.5,1.1,0.8,1.2,-,-,-,-,0.7,1,0.4,0.7,0.1,25,1.3,0.5,20.5,2.7,0.7,0.5,-,-,-,-,0.8,0.6,-,0.2,1.4,0.7,2,Jordan James,13(7),1079,-,1,4,-,0.8,87.4,0.4,-,6.57
227,Carlens Arcus,Angers,28 years old (28-06-1996),180cm,Haiti,Defender (Right),1.9,1.1,0.8,-,-,-,-,-,-,-,0.2,-,0.7,0.1,-,2.7,0.4,0.3,0.7,0.6,1.2,-,-,-,-,1,0.6,0.2,0.4,-,28.6,1,0.9,23.3,3.4,0.6,0.5,-,-,-,-,0.1,0.1,-,-,1.8,0.8,2.6,Carlens Arcus,22(3),1784,-,1,2,-,0.1,85.2,1.1,1,6.56
228,Tom Louchet,Nice,21 years old (04-05-2003),176cm,France,"Defender (Right), Midfielder (Right)",0.7,0.6,0.2,-,-,-,-,-,-,-,0.2,0.1,0.4,0.1,-,0.9,0.4,0.2,0.6,0.4,0.4,0.1,-,0.1,-,0.9,0.7,0.2,0.6,-,16.7,0.7,0.6,13.9,1.7,0.6,0.4,-,-,-,-,0.6,0.3,-,0.4,1.3,0.3,1.6,Tom Louchet,7(13),718,1,-,1,-,0.6,86.8,0.6,1,6.56
229,Ngal'ayel Mukau,Lille,20 years old (03-11-2004),188cm,,Midfielder (Centre),1.4,0.7,0.7,-,-,-,-,-,0.1,0.1,-,-,0.6,0.2,-,1,0.4,0.5,0.8,0.8,0.9,-,-,-,-,0.7,0.5,0.1,0.5,-,30.8,0.6,0.2,27,3,0.8,0.4,-,-,-,-,0.6,0.4,-,0.2,1.6,0.5,2.2,Ngal'ayel Mukau,13(6),1102,-,1,4,-,0.6,89.6,0.7,-,6.56
231,Johann Lepenant,Nantes,22 years old (22-10-2002),176cm,France,Midfielder (Centre),1.4,0.7,0.6,-,-,-,-,-,-,-,0.1,0.1,1.1,0.1,-,0.8,0.6,0.6,1.3,1.4,1.8,0.1,-,-,-,0.7,0.3,-,0.3,-,24.7,0.9,0.4,19.2,4.1,1.6,0.8,-,-,-,-,0.7,0.2,-,0.4,2.4,1.4,3.9,Johann Lepenant,22(5),1972,2,1,3,-,0.7,81.6,0.7,1,6.56
232,Jérémie Boga,Nice,28 years old (03-01-1997),172cm,Ivory Coast,"Attacking Midfielder (Centre, Left, Right), Forward",0.4,0.2,0.2,-,-,-,-,-,0.1,0.1,-,0.1,0.7,-,-,0.1,1.9,1.3,3.2,0.9,0.1,0.1,-,0.1,-,0.2,1.2,0.2,1,0.3,18.2,0.4,0.1,15.2,2.6,0.9,0.8,-,-,-,-,1.4,0.5,0.1,0.9,0.5,0.2,0.7,Jérémie Boga,12(8),1018,1,1,-,-,1.4,85.4,0.2,-,6.56
233,Ulisses Garcia,Marseille,29 years old (11-01-1996),182cm,Switzerland,"Defender (Centre, Left), Defensive Midfielder (C), Midfielder (Left)",1.1,0.8,0.3,0.1,-,-,-,-,-,0.1,0.1,0.1,0.2,0.1,-,0.9,0.4,0.3,0.7,0.4,0.3,0.1,0.1,0.1,-,0.4,0.3,-,0.3,0.1,25,0.6,0.4,21.5,2.5,0.7,0.5,-,-,-,-,0.4,0.1,0.2,0.2,0.8,0.5,1.3,Ulisses Garcia,8(10),771,2,2,1,-,0.4,88.2,0.8,-,6.56
234,Ernest Nuamah,Lyon,21 years old (01-11-2003),178cm,,"Attacking Midfielder (Left, Right)",1.2,0.6,0.6,-,-,-,-,-,-,-,-,-,0.3,0.1,-,0.3,0.9,1,1.9,0.5,0.8,0.1,-,0.1,-,0.3,0.8,-,0.8,0.3,17.9,0.4,0.2,14.6,2.7,1.3,1,-,-,-,-,1.2,0.4,0.1,0.7,0.9,0.7,1.6,Ernest Nuamah,13(10),1056,3,1,2,-,1.2,83.9,0.6,2,6.56
235,Mikayil Faye,Rennes,20 years old (14-07-2004),186cm,,Defender (Centre),2.2,1.3,0.9,-,-,-,-,-,-,-,0.4,-,0.5,0.1,0.1,2.7,0.4,0.2,0.5,0.5,0.9,-,-,-,-,1.1,0.1,-,0.1,-,47.4,1.9,2.2,40.2,3.1,0.8,0.4,-,-,-,-,0.5,0.2,-,0.4,1.4,0.2,1.5,Mikayil Faye,7(4),693,-,-,1,1,0.5,88.9,1.3,-,6.56
236,Deiver Machado,Lens,31 years old (02-09-1993),180cm,Colombia,"Defender (Left), Midfielder (Left)",1.2,0.6,0.6,0.1,-,-,-,-,0.1,0.2,0.1,0.1,0.6,0.2,0.1,0.9,0.8,0.8,1.6,1,1,-,-,-,-,0.6,0.8,-,0.7,0.2,27.3,0.5,0.8,23.3,2.7,1.2,0.8,-,-,-,-,0.9,0.4,0.1,0.4,1.4,0.4,1.8,Deiver Machado,18(7),1648,1,4,4,2,0.9,87.2,0.6,1,6.56
237,Marco Bizot,Brest,34 years old (10-03-1991),193cm,Netherlands,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1.2,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,30.2,8,10.6,11.4,0.1,0.1,-,2.4,0.1,1.7,0.6,-,-,-,-,0.1,-,0.1,Marco Bizot,29,2610,-,-,4,-,-,64.5,0.2,-,6.56
238,Saïd Benrahma,Lyon,29 years old (10-08-1995),172cm,Algeria,"Attacking Midfielder (Centre, Left, Right)",-,-,-,-,-,-,-,-,0.2,0.2,-,-,0.5,-,-,0.2,1.6,0.6,2.2,0.5,0.5,0.1,-,-,0.1,0.2,1.2,0.2,0.9,0.5,23.8,0.5,0.4,18.3,4.5,1.2,0.8,-,-,-,-,1.3,0.6,-,0.7,0.7,0.5,1.2,Saïd Benrahma,9(4),737,1,3,-,-,1.3,79.3,-,-,6.56
239,Hans Hateboer,Rennes,31 years old (09-01-1994),185cm,Netherlands,"Defender (Centre, Right), Midfielder (Right)",2.5,1.6,0.9,-,-,-,-,-,-,-,0.2,-,0.5,0.1,-,2.4,0.2,0.2,0.4,0.4,0.8,-,-,-,-,1.1,0.6,-,0.5,0.1,39.8,1.8,1.6,33.2,3.2,0.4,0.2,-,-,-,-,0.3,0.1,-,0.2,1.2,0.7,1.9,Hans Hateboer,18(8),1681,-,-,3,-,0.3,87.9,1.6,-,6.56
241,Zakaria Aboukhlal,Toulouse,25 years old (18-02-2000),179cm,Morocco,"Attacking Midfielder (Centre, Left, Right), Forward",2.6,1,1.7,-,-,-,-,-,0.1,0.1,-,-,0.6,0.2,-,0.3,1.4,0.5,1.9,1,1.4,0.3,0.1,0.2,-,0.3,0.5,-,0.5,0.5,12.4,0.1,0.1,8.5,3.8,2.6,1,-,-,-,-,2.5,0.5,0.4,1.7,0.8,0.7,1.5,Zakaria Aboukhlal,22(2),1859,7,2,4,-,2.5,68.8,1,1,6.55
242,Lucas Hernández,Paris Saint-Germain,29 years old (14-02-1996),184cm,France,"Defender (Centre, Left)",1.1,0.7,0.4,-,-,-,-,-,-,-,0.3,0.2,0.4,0.1,-,2.2,0.1,0.1,0.1,0.4,0.6,-,-,-,-,0.4,0.1,-,0.1,-,49.2,1.2,1.9,44,2.1,0.4,0.1,-,-,-,-,0.2,0.1,-,0.1,1.5,0.4,1.9,Lucas Hernández,8(6),740,-,-,2,-,0.2,91.9,0.7,-,6.55
243,Mostafa Mohamed,Nantes,27 years old (28-11-1997),185cm,,Forward,3.4,1.8,1.7,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.9,0.5,0.4,0.9,1.1,1.1,0.2,-,0.2,-,0.4,0.2,-,0.2,0.2,7.4,0.3,0.2,4.6,2.4,1.6,0.8,-,-,-,-,1.4,0.2,0.1,1.1,0.6,0.3,0.9,Mostafa Mohamed,10(18),1126,5,-,3,-,1.4,65.4,1.8,-,6.55
244,Irvin Cardona,Saint-Etienne,27 years old (08-08-1997),185cm,France,"Attacking Midfielder (Left, Right), Forward",1.3,0.6,0.8,-,-,-,-,-,0.2,0.2,0.3,0.1,1,0.2,-,0.4,1.2,0.4,1.6,0.8,0.9,0.3,0.2,0.1,0.1,0.3,1.3,0.1,1.2,0.2,24.3,0.6,0.3,17.1,6.4,2.5,0.8,-,-,-,-,1.5,0.3,0.3,0.8,0.4,0.8,1.3,Irvin Cardona,10(2),850,4,2,2,-,1.5,72.6,0.6,1,6.55
245,Koka,Le Havre,32 years old (05-03-1993),191cm,Egypt,Forward,2.9,1.4,1.5,-,-,-,-,-,0.1,0.1,-,-,0.1,0.1,-,0.4,0.4,0.4,0.9,0.1,0.9,0.2,0.1,0.1,-,0.2,0.4,-,0.4,0.1,11,0.5,0.2,8,2.3,0.4,0.7,-,-,-,-,1.4,0.1,0.2,1.1,0.3,0.3,0.6,Koka,9(5),785,3,1,2,-,1.4,77.3,1.4,-,6.55
246,Nemanja Matic,Lyon,36 years old (01-08-1988),194cm,Serbia,Defensive Midfielder (C),1,0.5,0.5,-,-,-,-,-,-,-,0.3,-,0.4,-,-,1.1,0.2,0.3,0.4,0.2,0.5,-,-,-,-,0.5,0.6,-,0.5,-,49.1,2.3,1.6,40.7,4.5,0.4,0.7,-,-,-,-,-,-,-,-,1.5,0.7,2.1,Nemanja Matic,23(3),1868,-,1,1,-,-,87.5,0.5,-,6.55
248,Moïse Bombito,Nice,25 years old (30-03-2000),190cm,Canada,Defender (Centre),3.7,1.8,2,-,-,-,-,-,-,-,0.7,0.1,0.6,-,-,4.4,0.2,0.5,0.6,0.3,1,-,-,-,-,0.7,0.1,-,-,-,50.8,2.8,1.8,43,3.1,0.6,0.1,-,-,-,-,0.3,0.2,-,0.2,1.4,0.5,1.9,Moïse Bombito,22(2),1925,-,-,1,1,0.3,90.2,1.8,-,6.54
249,Modibo Sagnan,Montpellier,26 years old (14-04-1999),187cm,France,Defender (Centre),3.1,1.5,1.6,-,-,-,-,-,-,-,0.5,-,0.5,0.4,-,4.4,0.3,0.5,0.8,0.5,1.2,0.1,-,0.1,-,1.1,0.3,-,0.2,-,35.8,2.7,2,29,2.1,0.3,0.3,-,-,-,-,0.4,-,0.1,0.3,2.2,0.8,3,Modibo Sagnan,24(2),2100,2,-,10,-,0.4,88.5,1.5,1,6.54
250,Massadio Haïdara,Brest,32 years old (02-12-1992),179cm,Mali,"Defender (Centre, Left), Midfielder (Left)",1.8,1.2,0.6,-,-,-,-,-,-,-,0.1,0.6,0.5,0.1,0.1,3.1,0.6,0.6,1.2,2.1,0.9,-,-,-,-,1.1,0.4,0.1,0.3,-,31,0.9,1.9,24,4.2,1.2,0.3,-,-,-,-,0.5,0.3,-,0.3,1.1,0.7,1.8,Massadio Haïdara,18(1),1509,-,-,1,2,0.5,80.3,1.2,-,6.54
251,Goduine Koyalipou,Lens,25 years old (15-02-2000),184cm,France,Forward,2.2,0.8,1.3,-,-,-,-,-,-,-,-,-,0.2,-,-,0.5,1.1,0.8,1.9,0.3,0.5,0.3,-,0.3,-,0.1,0.8,-,0.8,0.4,12.1,0.3,0.1,8.5,3.3,1.7,0.8,-,-,-,-,2.7,0.4,0.3,1.9,0.1,-,0.1,Goduine Koyalipou,9(3),664,3,-,-,-,2.7,72.4,0.8,-,6.53
252,Saël Kumbedi,Lyon,20 years old (26-03-2005),175cm,France,"Defender (Right), Midfielder (Right)",0.7,0.2,0.5,-,-,-,-,-,-,-,0.2,0.1,0.6,0.2,-,2.1,0.9,0.6,1.6,0.7,1.2,-,-,-,-,0.6,0.4,0.1,0.3,-,31.3,0.2,0.7,26.8,3.6,0.7,0.8,-,-,-,-,0.3,0.1,-,0.2,2,0.4,2.4,Saël Kumbedi,12(2),956,-,-,3,-,0.3,86.3,0.2,-,6.53
253,Senny Mayulu,Paris Saint-Germain,18 years old (17-05-2006),183cm,France,Midfielder (Centre),0.6,0.1,0.5,-,-,-,-,-,0.1,0.1,0.2,0.1,0.3,0.1,-,0.4,0.8,0.6,1.5,0.8,0.8,0.1,-,0.1,-,0.2,0.5,0.1,0.4,-,19.1,0.4,0.1,16.6,2,0.9,1.1,-,-,-,-,1.2,0.4,0.1,0.7,1.2,0.2,1.5,Senny Mayulu,6(11),591,1,1,2,-,1.2,88.9,0.1,-,6.53
254,Badredine Bouanani,Nice,20 years old (08-12-2004),177cm,France,"Attacking Midfielder (Centre, Right)",0.7,0.1,0.6,0.1,-,-,-,-,-,0.1,0.1,0.1,0.5,0.1,-,0.1,0.8,0.5,1.3,0.7,0.4,0.1,-,-,-,0.3,0.7,-,0.7,0.1,13.6,0.5,-,10.8,2.3,0.9,0.7,-,-,-,-,1.1,0.6,-,0.5,0.4,0.3,0.8,Badredine Bouanani,8(15),858,2,3,2,-,1.1,83,0.1,-,6.53
255,Ayyoub Bouaddi,Lille,17 years old (02-10-2007),186cm,France,Defensive Midfielder (C),0.9,0.4,0.5,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.5,0.5,0.6,1.2,0.4,0.7,-,-,-,-,0.5,0.2,-,0.2,-,22.4,0.7,0.2,19.2,2.3,1.3,0.7,-,-,-,-,-,-,-,-,2.2,0.6,2.8,Ayyoub Bouaddi,10(12),1045,-,1,2,-,-,89,0.4,1,6.53
256,Amine Gouiri,Marseille,25 years old (16-02-2000),180cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",1.2,0.4,0.8,-,-,-,-,-,0.1,0.1,-,-,0.4,0.1,-,0.3,0.9,0.8,1.7,0.6,0.9,0.2,-,0.2,-,0.1,0.4,-,0.4,0.2,17.7,0.4,0.2,13.8,3.4,1.1,1.1,-,-,-,-,1.6,0.5,-,1.2,0.5,0.3,0.8,Amine Gouiri,11(8),1036,3,2,2,-,1.6,80.1,0.4,1,6.53
257,Kazeem Olaigbe,Rennes,22 years old (02-01-2003),178cm,Belgium,"Attacking Midfielder (Centre, Left, Right), Forward",0.1,-,0.1,-,-,-,-,-,0.1,0.1,-,-,0.3,-,-,-,0.9,1.3,2.1,0.1,0.1,-,-,-,-,-,1.5,0.4,1.1,0.1,13.3,0.6,0.1,11.4,1.1,0.3,0.4,-,-,-,-,0.6,0.4,-,0.3,0.4,0.4,0.8,Kazeem Olaigbe,2(6),210,-,1,-,-,0.6,90.6,-,-,6.53
258,Mama Baldé,Brest,29 years old (06-11-1995),176cm,Guinea-Bissau,"Defender (Right), Midfielder (Centre, Left, Right), Forward",3.4,1.4,2,-,-,-,-,-,0.1,0.1,-,0.1,0.3,0.1,-,0.5,1.5,0.7,2.2,0.9,0.7,0.1,-,-,-,0.2,0.6,-,0.6,0.6,9.4,0.4,0.3,6.5,2.2,1.4,0.7,-,-,-,-,1.1,0.3,0.1,0.8,0.5,0.4,0.9,Mama Baldé,12(13),1132,2,3,3,-,1.1,73.7,1.4,1,6.53
259,Mousa Al Ta'mari,Rennes,27 years old (10-06-1997),175cm,Jordan,"Midfielder (Left, Right), Forward",0.9,0.2,0.7,-,-,-,-,-,-,-,-,-,0.3,0.1,-,0.1,1.1,0.8,1.9,1,0.4,0.1,0.1,-,-,0.2,1.1,-,1.1,0.4,12,0.2,-,10,1.8,1.8,0.6,-,-,-,-,1.4,0.2,0.2,1,0.3,0.2,0.6,Mousa Al Ta'mari,6(3),483,1,-,1,-,1.4,85.2,0.2,-,6.53
260,Abdallah Sima,Brest,23 years old (17-06-2001),188cm,Senegal,"Attacking Midfielder (Left, Right), Forward",3.3,1.5,1.8,-,-,-,-,-,0.1,0.1,-,0.1,0.3,0.1,-,0.3,0.7,0.3,1,0.9,0.7,0.3,0.1,0.2,-,-,0.5,-,0.5,0.2,12,0.2,0.1,8.5,3.1,2.1,0.9,-,-,-,-,1.5,0.2,0.3,1,0.5,0.3,0.8,Abdallah Sima,14(10),1173,7,2,2,-,1.5,73.2,1.5,1,6.53
261,Pablo Rosario,Nice,28 years old (07-01-1997),188cm,Netherlands,"Defender (Centre, Right), Defensive Midfielder (C)",1.4,0.8,0.6,-,-,-,-,-,-,-,0.3,-,0.3,0.2,-,1.4,0.3,0.3,0.6,0.3,0.8,0.1,-,0.1,-,1,0.6,0.1,0.5,-,25.8,1,0.9,21.1,2.7,0.6,0.5,-,-,-,-,0.6,0.2,0.1,0.2,1,0.3,1.3,Pablo Rosario,19(8),1623,3,1,5,1,0.6,85.9,0.8,-,6.52
262,Thiago Almada,Lyon,24 years old (26-04-2001),171cm,Argentina,"Attacking Midfielder (Centre, Left, Right), Forward",0.2,0.1,0.2,-,-,-,-,-,0.3,0.3,-,-,0.2,0.2,-,0.4,0.2,0.5,0.7,0.3,0.5,0.1,-,0.1,-,0.4,1,0.2,0.8,0.1,37.8,1.8,0.5,32.9,2.5,0.8,0.5,-,-,-,-,1.5,0.7,-,0.8,0.8,0.9,1.7,Thiago Almada,6(7),691,1,4,2,-,1.5,91.9,0.1,-,6.52
263,Louis Leroux,Nantes,19 years old (23-01-2006),184cm,,Midfielder (Centre),0.6,0.3,0.3,-,-,-,-,-,0.1,0.1,0.1,0.1,1.1,0.1,-,1.1,0.7,0.3,1,0.7,0.5,0.1,-,0.1,-,0.4,0.8,-,0.8,-,13.5,0.6,0.6,10.5,1.8,0.6,0.3,-,-,-,-,0.5,0.1,-,0.5,1.5,0.3,1.8,Louis Leroux,6(7),608,1,1,1,-,0.5,82.4,0.3,-,6.52
264,Emmanuel Biumla,Angers,19 years old (08-05-2005),185cm,,Defender (Centre),1.9,1.1,0.8,-,-,-,-,-,-,-,0.5,0.1,0.6,0.1,-,5.1,0.3,0.4,0.8,0.6,0.4,0.1,0.1,-,-,0.5,0.1,-,0.1,-,30.9,1.1,1.6,26.4,1.8,0.6,0.3,-,-,-,-,0.3,0.1,0.1,0.1,1.2,0.4,1.6,Emmanuel Biumla,15(1),1318,1,-,2,-,0.3,88.9,1.1,-,6.52
265,Anass Zaroury,Lens,24 years old (07-11-2000),176cm,Morocco,"Attacking Midfielder (Centre, Left), Forward",0.3,0.1,0.2,-,-,-,-,-,-,0.1,-,0.1,0.3,-,-,0.4,0.7,0.6,1.3,0.9,0.4,-,-,-,-,0.2,1.4,0.3,1,0.1,21.3,0.5,0.8,16,4,1,0.5,-,-,-,-,1.2,0.7,-,0.5,0.8,0.6,1.4,Anass Zaroury,15(10),1277,-,2,-,1,1.2,77.4,0.1,-,6.52
266,Aïssa Mandi,Lille,33 years old (22-10-1991),184cm,Algeria,"Defender (Centre, Left, Right)",1.5,0.6,0.9,-,-,-,-,-,-,-,0.5,0.1,0.5,0.1,-,2,-,0.1,0.2,0.4,0.3,-,-,-,-,0.6,0.2,-,0.2,-,46.3,3.2,1.7,38,3.3,0.3,0.2,-,-,-,-,0.3,-,0.1,0.2,1.2,0.3,1.5,Aïssa Mandi,18(4),1557,-,-,3,-,0.3,89.2,0.6,-,6.51
267,Rabby Nzingoula,Montpellier,19 years old (25-11-2005),183cm,,Defensive Midfielder (C),1.6,0.8,0.8,-,-,-,-,-,-,-,0.2,-,0.7,0.4,-,0.8,1,0.8,1.8,1.4,1.3,-,-,-,-,1,0.3,-,0.3,-,21.2,0.8,0.8,16.1,3.6,1,0.7,-,-,-,-,0.7,0.4,-,0.3,2.4,1.2,3.6,Rabby Nzingoula,18(7),1523,1,-,10,-,0.7,79.6,0.8,-,6.51
268,Kelvin Amian,Nantes,27 years old (08-02-1998),180cm,France,"Defender (Centre, Left, Right), Midfielder (Right)",1.3,0.6,0.7,-,-,-,-,-,-,-,0.3,0.4,0.2,0.2,-,2.6,0.3,0.4,0.7,0.4,0.9,-,-,-,-,0.4,0.5,0.1,0.4,-,22.5,1.1,1.5,17.3,2.6,0.6,0.4,-,-,-,-,0.2,0.1,-,0.1,1.9,0.2,2,Kelvin Amian,21(6),2004,1,-,5,-,0.2,81.6,0.6,-,6.51
269,Nicolas Cozza,Nantes,26 years old (08-01-1999),178cm,France,"Defender (Centre, Left), Midfielder (Left)",1.2,0.6,0.6,-,-,-,-,-,-,-,0.4,0.3,0.5,0.1,-,2.3,0.5,0.2,0.7,0.5,0.5,-,-,-,-,1,0.3,-,0.3,0.1,20.8,0.6,1.5,15.6,3.1,1.2,0.2,-,-,-,-,0.6,0.2,-,0.3,2.2,0.6,2.8,Nicolas Cozza,23(3),2027,1,-,3,1,0.6,77.6,0.6,-,6.51
270,Rémy Labeau Lascary,Lens,22 years old (03-03-2003),184cm,,Forward,0.9,0.4,0.5,-,-,-,-,-,0.1,0.1,-,0.1,0.4,0.4,-,0.4,1,0.9,1.9,0.6,1.6,0.1,-,0.1,-,0.1,0.5,-,0.5,0.7,10.9,0.2,0.1,8.4,2.1,2.3,0.5,-,-,-,-,1,0.1,0.1,0.8,1.1,0.4,1.6,Rémy Labeau Lascary,6(8),635,2,1,5,-,1,78.9,0.4,1,6.51
272,Tanner Tessmann,Lyon,23 years old (24-09-2001),188cm,USA,Defensive Midfielder (C),1,0.2,0.8,-,-,-,-,-,-,-,0.3,-,0.2,0.1,-,1.2,0.4,0.4,0.8,0.5,0.6,-,-,-,-,0.8,0.2,-,0.2,-,29,1.7,1,24.6,1.8,0.4,0.4,-,-,-,-,0.6,0.4,-,0.3,1,0.5,1.5,Tanner Tessmann,11(11),1069,1,-,3,-,0.6,90.6,0.2,-,6.5
273,Mickaël Nadé,Saint-Etienne,26 years old (04-03-1999),186cm,France,Defender (Centre),1.6,1.2,0.4,-,-,-,-,-,-,0.1,0.7,0.1,0.7,0.1,-,5,0.3,0.2,0.4,1.1,0.7,-,-,-,-,1.3,0.3,-,0.3,-,53.3,1.4,2.6,46.3,3,0.7,0.2,-,-,-,-,0.2,-,-,0.1,2,0.3,2.3,Mickaël Nadé,22(1),2035,1,2,2,-,0.2,89.5,1.2,-,6.5
274,Mahamadou Diawara,Le Havre,20 years old (17-02-2005),187cm,France,Midfielder (Centre),0.8,0.2,0.6,-,-,-,-,-,0.1,0.1,0.5,0.1,0.6,-,-,0.8,0.6,0.5,1.1,0.6,1.2,-,-,-,-,1.1,0.6,0.1,0.5,-,17.3,0.8,0.5,14,2.1,0.7,0.6,-,-,-,-,0.6,0.3,-,0.3,1.7,0.4,2.1,Mahamadou Diawara,6(6),562,-,1,-,-,0.6,85.1,0.2,-,6.5
275,Aurélio Buta,Reims,28 years old (10-02-1997),172cm,Portugal,"Defender (Right), Midfielder (Right)",1,0.4,0.6,-,-,-,-,-,-,-,0.2,0.3,0.5,0.2,-,2,0.5,0.4,0.9,1,1.2,-,-,-,-,0.8,0.4,0.1,0.3,0.1,29.4,0.8,1,24.3,3.3,1,0.2,-,-,-,-,0.3,0.2,-,0.1,1.4,0.8,2.3,Aurélio Buta,22(3),1838,-,1,5,-,0.3,85.3,0.4,-,6.49
